Restaurant Name,Review,Rating,Date
Mojo,"Accueil et service décousus et service très long, carte avec peu de plats, plats bons mais on a faim en sortant (portions ridicules) et cher",3,2024-10-18
Mojo,"La Puntilla mes amis ! Au delà du cochon, et le Wagyu, .. ça fond dans la bouche ! Nous avons été servis par trois demoiselles sympathiques, deux au service et une aux desserts ! Restaurant très jolie, cuisiniers souriants et organisés. Tenez vous prêt, nous reviendrons pour profiter de la terrasse.",5,2024-05-13
Mojo,Très bon déjeuner entre amis. Les plats sont excellents et le service impeccable avec le sourire. Très jolie cuisine ouverte où le chef et sa brigade opèrent devant nos yeux. Déco très sympa! Pensez-y quand vous êtes dans le coin! 😊,5,2024-05-10
Mojo,"Déjeuner d’affaires. Les commentaires étant bons, nous avons essayé. Au final les plats ne sont pas incroyables. Et le service très moyen.",2,2024-03-31
Mojo,"Cuisine excellente, vraiment. Service sympathique, en apprentissage la salle était pleine ce midi, et on avait du mal à s'entendre, même si les tables sont bien espacées",4,2024-03-24
Mojo,"La table y est savoureuse et créative certes, mais le supplément d’âme du Mojo s’explique par la qualité de l’accueil et du service, et l’ambiance de la déco cosy et Premium. La qualité des matières premières, les viandes au premier chef, le savoir-faire de l’équipe en cuisine, et le professionnalisme du service en font un restaurant rare. J’ajouterais la tentation des desserts, honorés par un pâtissier hors-pair.",5,2024-03-08
Mojo,"Très bonne adresse pour un restaurant qui vaut le détour; accueil chaleureux, plats délicieux et copieux, vrais desserts élaborés et originaux. Bonne ambiance de toute l'équipe qui prend plaisir à vous satisfaire et ça vous met le sourire pour la soirée. Ça crée une dynamique gustative.. On a la chance d'être là... Bravo",5,2024-02-25
Mojo,Très bon restaurant les plats sont succulents ainsi que les vins. L'accueil et le service est prévenant et impeccable. Une très belle expérience.,5,2024-02-22
Mojo,"Des plats tout simplement excellents et un rapport qualité prix défiant toute concurrence. Un service de qualité avec des serveurs à l’écoute, extrêmement agréables. Les plats sont fins, copieux et les produits sont frais. Quant aux desserts, un pur délice. Faits par les soins d’un pâtissier passionné et talentueux. Je recommande de tout cœur cet établissement, pour son équipe, ses locaux, son service, ses prix et sa cuisine. Merci encore pour ce moment.",5,2023-12-08
Mojo,"Un très beau restaurant avec une jolie cave en sous-sol qui fait son charme. Un service irréprochable et très agréable ! Des serveurs/ses très attentifs et au petit soin avec les clients. Concernant la cuisine, des plats recherchés et travaillés avec soin ! Une cuisine fraîche et savoureuse ! Les prix valent largement la qualité des mets proposés par ce restaurant. La carte des vins est solide et digne de ce restaurant. Merci pour ce superbe moment! Nous reviendrons goûter les cocktails!",5,2023-07-30
Mojo,"Que ce soit pour un apéritif ou un repas, les espaces extérieurs et intérieurs se prêtent à la détente. Le contenu des assiettes, leur présentation, l'exotisme et l'originalité des cocktails offrent un réel voyage des sens. Pour compléter le tout, le service et l'amabilité du personnel nous ont finalisé cette belle soirée parisienne en amoureux. Établissement où nous retournerons et à recommander.",5,2023-07-15
Mojo,"Absolument EXCEPTIONNEL, divinement bon, un dîner en famille pour notre anniversaire de mariage, qui nous laissera un souvenir gustatif impérissable. Tout était parfait, les saveurs de viande exquises : nous recommandons le Tataki de Boeuf Français fumé au foin, le filet de Boeuf Français maturé cuit au sautoir, qui fondait littéralement sous la dent avec ses légumes maraîchers en différentes cuissons et textures, condiment acidulé ou ses pommes de terre nouvelles … un service adorable, attentionné, un lieu vraiment hors norme. Merci 🙏",5,2023-06-29
Mojo,"Un emplacement dans un quartier top, un chef et une équipe avec un très grand niveau de professionnalisme (avec une cuisine ouverte pour le plus grand bonheur des clients, des produits de grande qualité et une mise en œuvre parfaite) et de gentillesse, un chef pâtissier digne des meilleurs gastros et une équipe en salle qui fait mentir les idées reçues du moment sur le fait qu'on ne trouve plus de personnel qualifié ! Bravo à toute cette belle équipe animée d'une conscience professionnelle remarquable et qui nous a fait vivre 2 immenses expériences culinaires (nous avons été tellement appréciés notre premier dîner que nous sommes revenus le lendemain soir...). Bref, juste une pépite incontournable si vous êtes à Paris et que vous avez envie de vous régaler !",5,2023-06-21
THE 3 MUSKETEERS,"Vous aimez la cuisine fraîche et saine, allez-y ! Le meilleur poulpe que j'ai mangé jusqu'ici. Un accueil formidable par les patrons qui ont le désir de partager les coutumes péruviennes. Nous avons appris plein de choses ! Nous avons passé un très agréable moment et nous reviendrons sans aucun doute pour continuer à explorer cette cuisine si goûteuse !",5,2024-12-10
THE 3 MUSKETEERS,Petit restaurant avec des plats goûtus et joliment présentés. Le ceviche avec poulpe était délicieux tout comme la boisson au maïs,5,2024-09-22
THE 3 MUSKETEERS,Une très bonne surprise dans ce restaurant microscopique. Il est nécessaire de réserver. Une cuisine sud américaine…. péruvienne plus précisément réalisée avec envie et soin. L’ambiance est un peu spéciale et très feutrée mais c’est agréable pour découvrir une cuisine raffinée. Des plats aux alentours de 30 euros.,5,2024-08-03
THE 3 MUSKETEERS,"Petit resto cosy, élégant. Très bon restaurant. Très accueillant. L'hôtesse nous explique les plats, leurs compositions, les assaisonnements et nous parle un peu de la culture (à notre demande). Belle découverte. Simple et fin à la fois. Du goût, de la fraîcheur. La boisson locale au maïs violet est délicieuse. Vraiment un agréable moment.",5,2024-04-18
THE 3 MUSKETEERS,"Très bon accueil, un excellent dîner de produits frais, des sauces fines, des légumes parfaitement cuits ainsi que le poulpe délicieux. Merci",5,2023-10-22
THE 3 MUSKETEERS,"Nous venons de Grèce et avons visité ce petit et confortable restaurant péruvien ayant la meilleure nourriture jamais! 😋 Nous avons eu Ms Pulpo assiette qui était une bouche fondant le poulpe, une seviche qui était fin et élégant et Peru brasa grand plat signifiant poulet pour deux avec des plats d'accompagnement et 3 sauces différentes. On a bu de la bière péruvienne Cuscuena. La nourriture était excellente et le chef propriétaire Javier et sa partenaire Claudia étaient là avec un grand sourire pour rendre tout le monde heureux! 😍",5,2024-09-20
THE 3 MUSKETEERS,Le ceviche et Mme Pulpo étaient absolument bouche - arrosage! Les ingrédients étaient incroyablement frais et bien préparés. Fortement recommandé! J'ai hâte d'y retourner !,5,2024-08-08
THE 3 MUSKETEERS,Très peu de nourriture pour un tel prix. Simple ceviche 20 minutes de préparation. Les portes des toilettes s'ouvrent sur la table. Situation impossible,2,2024-06-04
Nectar,"Une soirée dégustation... des plats d'exception et un accueil souriant ! Merci Jules ! Merci au chef ! Si vous voulez passer un bom moment, il ne faut pas hesiter à decouvrir !",5,2025-01-07
Nectar,"Excellente expérience chez Nectar! Nous avons pris le menu dégustation Pollen, tous les mets étaient très bons, originaux et recherchés. Personnel charmant qui veille à offrir une expérience personnalisée.",5,2024-02-17
Nectar,"Très bel endroit et accueil agréable. La nourriture est vraiment excellente et ce restaurant pourrait prétendre à une première étoile. Lorsque l'on ajoute que les tarifs des menus, le midi, sont accessibles, on se trouve en présence d'une adresse très intéressante.",5,2025-01-06
Nectar,"Tres tres bon menu, digne d'une étoile au Michelin, et un personel en salle synpatique Nous y reviendrons surement Richard et Lotta de SUEDE",5,2025-01-04
Nectar,"Des très belles idées ! Mais il manque des éléments importants. Ce cahier de cocktail innovants pour commencer, avec les recettes, délicieux pour certains - ceux avec alcool - mais assez déçu par les cocktails sans alcool, ça manque d'un petit quelque chose pour être plus qu'un jus de fruits. Les différents plats sont la pluspart très bons et intéressants, un dessert au chocolat était fabuleux par exemple. Mais ils nous ont semblé la pluspart du temps, trop compliqués, pas nécessaire souvent. On imagine un menu encore en construction, en évolution ! Une note très positive pour le staff, très gentils. Note particulière pour Agathe pour son service et discussions agréables. Par contre déçu par la mixologue, les cocktails adaptés aux plats est une bonne idée au départ mais pas toujours bien exécuté. Comme ce ""gin"" tonic (sans gin), avec un poisson blanc, quelque chose qui se rapproche en goût du vin blanc sec serait bien mieux. Et un de nos cocktails sans alcool manquait cruellement de saveurs, manque d'équilibre. Et on se serait attendu à un service proche d'un sommelier, conseil, explications, voir adaptation en fonction du client. Hate de voir les évolutions futures de ce restaurant !",3,2024-12-31
Nectar,"Cuisine gastronomique très raffinée et creative, multiples goûts et service très chaleureux le staff est très gentil. C'était une expérience inoubliable !",5,2024-12-27
Nectar,"Habituée des lieux, comme à chaque fois, ce fut encore une super expérience pour les 80 ans de ma grand mère. Les plats étaient tous délicieux et le service vraiment attentionné - comme à chaque visite. Petite pépite encore trop peu connue à Paris !",5,2024-12-27
Nectar,Belle expérience en famille. Bel espace Beau service Et très belle cuisine On comprend l'enthousiasme à mettre en valeur cette adresse.,5,2024-12-27
Nectar,"Service au top et plats succulents. Terrine d'agneau suivi d'un saumon en croûte et pain perdu pour finir, tout était très bon.",5,2024-12-27
Nectar,Déjuener rapide et ravissant. Des goûts originales avec une présentation originale et une service accuillante et parfaite.,5,2024-12-27
Nectar,Des plats surprenants ! Big bang des papilles dans une ambiance cosy très agréable. Service impeccable et très agréable. Le prix est imbattable. C’est une adresse pépite de Paris à tester avant que les prix n’explosent.,5,2024-12-20
Nectar,"Super équipe super ambiance merci à toute l’équipe pour votre accueil la jeune fille blonde du matin Noémie, Ahmed lle barman et biensur le professionnalisme de Robin",5,2024-12-12
Nectar,Bon endroit avec une équipe sympa. Bonne adresse. Nous avons passé un bon moment. Très bon accueil avec une superbe animation cocktail ta mère,5,2024-12-12
Nectar,Les plats sont excellents et les cocktails très réussis Le tout dans un cadre très agréable et avec un service de qualité,5,2024-12-11
Nectar,"Super expérience dans ce restaurant ! Les cocktails étaient incroyablement bons, parfaitement équilibrés et originaux. Mention spéciale pour le service : l'équipe était aux petits soins, chaleureuse et très professionnelle. Une adresse à retenir !",5,2024-12-11
Little Bulles,"Carte parfaite de l'entrée au dessert parfaite, Carpaccio de coquille saint Jacques top, ris de veau formidable Le patron est sympa et à l'écoute. Bref il faut y aller et y retourner",5,2024-04-13
Little Bulles,"Excellente soirée avec des amis. Les plats sont raffinés, le vin était très bon et abordable et le personnel efficace, accueillant et discret. Une très bonne adresse découverte sur The Fork que je recommande: les avis sont bons et sont bien mérités. Merci à toute l'équipe qui nous a si agréablement accueillis. Expérience à renouveler !",5,2024-02-28
Little Bulles,"L'endroit ne paie pas de mine mais l'essentiel y est: cuisine raffinée et succulente, accueil chaleureux et service aux petits oignons. La poêlée de girolles en entrée est une tuerie absolue. Et le patron s'y connait très bien en vin ce qui est rare de nos jours même dans les plus grands restaurants.",5,2023-12-07
Little Bulles,"Accueil souriant et sympathique. Le plat du jour parfait (entrée, plat & dessert) pour 30.- € …😊… plutôt bon marché pour moi qui vient de Suisse.",5,2023-11-17
Little Bulles,"Super resto ! Tout était parfait: un accueil chaleureux et des plats vraiment délicieux. Nous y sommes allé en groupe après une journée de séminaire, et aucun détail n'a été négligé. Nous avons passé un très bon moment (nous en avions bien besoin !) Merci pour tout !",5,2023-11-06
Little Bulles,Des saveurs délicates et raffinées un service très à l’écoute franchement on s’est régalé une adresse à visiter absolument,5,2023-08-30
Little Bulles,"Découverte ce soir de ce restaurant de quartier où l’on est très bien accueillis. Cuisine généreuse et savoureuse, produits de qualité. Nous reviendrons.",5,2023-04-06
Little Bulles,"Encore une gais un régal ! C’est fin, pleins de saveurs, la bonne quantité, servi avec sourire et gentillesse… desserts magiques…. On regretterait presque le confinement pour avoir la livraison à domicile…",5,2023-01-26
Little Bulles,Quel bonheur! Un accueil d’une bienveillance absolue une cuisine remarquable c’est beau c’est bon c’est que du Bonheur,5,2022-12-10
Little Bulles,"Cadre élégant, accueil chaleureux et attentionné, carte gourmande et originale, service soigné et rapide, assiettes joliment dressées, produits très frais, saveurs rehaussées par les couleurs, le contraste des textures et de délicates fleurs ou graines germées, bonne carte des vins (rouges et blancs), addition honnête et justifiée. Je recommande le carpaccio de St Jacques et les ris de veau aux petits légumes. Le petit moins: le menu accessible via un QRcode minimaliste qui ne reflète pas la variété des mets.",4,2022-12-09
Little Bulles,"Un très bon moment à deux dans ce restaurant situé dans un coin calme des boulevards extérieurs. La cuisine est élégante et fine sans être prétentieuse, l'accueil est très humain et naturel sans être envahissant. Il est tenu compte de ce que vous avez annoncé (anniversaire en l'occurrence). La note est raisonnable (compte-tenu de notre choix d'arroser notre diner au champagne).",5,2022-11-13
Little Bulles,"Belle terrasse protégée et ensoleillé, equipe sympathique et plats subtils: bonne adresse du seizième",5,2022-10-28
Little Bulles,"C’est toujours un grand plaisir de venir dîner chez Litttle bulles: plats très fins, un service impeccable et surtout un sens client et une gentillesse hors normes. On y vient et revient",5,2022-05-28
Little Bulles,"Carton plein ! De gentillesse, de saveurs, de bonne humeur ! C’est frais, simple, efficace, gourmand ! Sans faute ! Merci à vous !",5,2022-05-06
Little Bulles,"Restaurant très périphérique à la porte de Cloud mais très sympathique. Tout près d’une pharmacie donne sur le bld. Murat. Décor agréable, assiettes noires pour notre repas. On a été servi par le patron très agréable et très gentil. On a eu du canard fort bien cuit. Un ver de vin blanc fruité et un dessert très simple (pomme cuite) ainsi qu’une boule de ganache fondu avec une boule de glace à la vanille. Prix un peu élevé mais on ne peut pas tout avoir, la qualité et les prix bas. Ce n’est pas un resto gastronomique mais c’est bon. Il mérite le détour.",4,2021-12-05
Perception,"Une formidable découverte pour le réveillon. Une vraie culture de l'accueil, du goût et de la sympathie. Tout ce qu'il faut pour passer un bon moment et se régaler de saveurs recherchées.",5,2024-12-31
Perception,"Seconde visite qui en amènera d'autres. Perception, un restaurant de cuisine fusion franco coréenne situé dans le IXème arrondissement. Menu déjeuner en cinq temps. Techniques maîtrisées, mariage de saveurs et de textures audacieuses, une touche asiatique dans chaque assiette. Quelques plats d'exception comme le tourteau panna cotta de cresson et céleri, le cabillaud betterave et yuzu, la longe de veau ail noir et un cheese cake litchi coco. Pas de mignardises dans ce menu. Excellent sommelier qui est allé me sortir une bouteille de derrière les fagots (pas sur la carte), uniquement pour les connaisseurs du domaine. Le service est très professionnel, qui s'adapte au style de clientèle, à bonne cadence. Au final, je me suis régalé, une cuisine audacieuse et percutante. Bien entendu, le rapport qualité prix est excellent.",5,2024-12-30
Perception,"Exquis, délicieux des mises en bouche aux bouchées … dans une ambiance plus qu’agréable et un accueil très chaleureux À faire et refaire (la carte est régulièrement changée).",5,2024-12-20
Perception,Endroit parfait pour passer un moment avec des proches. - Cuisine de qualité - Service très aimable - Lieu sympathique / détendu avec de l’espace (peu de tables),5,2024-12-12
Perception,Cuisine d’une grande finesse et créativité Accueil attentionné Le soir menus 6 ou 8 plats équilibrés Inspirations coréennes délicates Une petite préférence pour la partie salée particulièrement réussie,5,2024-12-07
Perception,Il y a d’abord cette atmosphère apaisante. Puis vient le plaisir gustatif : les plats sont fins et délicieux ; la touche asiatique venant relever l’ensemble. La sélection de vins est également parfaite. Un moment de bonheur !,5,2024-11-24
Perception,"La perfection ! Des plats aussi savoureux que délicats, une ambiance très douce, un service adorable, on ne pense qu'à y revenir",5,2024-11-16
Perception,Un moment de pure magie. Un éclat de saveurs et d'équilibre pour un dîner parfait. Nous ne manquerons pas de conseiller cette table et bien évidemment y reviendrons.,5,2024-11-14
Perception,Cuisine fusion coréenne excellente façon étoilée. Chef très sympa et service très attentionné. Cuisine complexe mais ambiance décontractée.,5,2024-11-13
Perception,"Superbe expérience culinaire, dans un cadre sympathique et avec un service attentionné. Nous avons découvert ce restaurant pour le déjeuner de ce jour, menu 5 temps à 60 euros avec accord mets et vins pour 40.- ; superbe repas avec des saveurs aux notes asiatiques excellentes.",5,2024-11-08
Perception,Un endroit au calme. Une décoration et un service sobre et chaleureux. Des assiettes magnifiques et aux goûts incontestables.,5,2024-10-28
Perception,3e fois que nous venons et nous sommes toujours bluffées par le talent du chef ! Tout était délicieux et raffiné. Les saveurs nous ont bien plus marquées que celles du chef Kei qui a pourtant 3 étoiles. Le service est toujours au top !,5,2024-10-27
Perception,Cadre très agréable et reposant. Personnel aux petits soins. Repas original et délicieux. Rien à redire si ce n’est la difficulté à trouver une place pour se garer dans ce quartier,5,2024-10-23
Perception,"Nous avons déjeuné entre copines chez Perception et opté pour le menu en 5 temps qui était excellent. Les plats sont raffinés, originaux, influencés par des notes asiatiques avec un bel accueil, le service parfait dans un cadre très agréable. Nous nous sommes régalés et nous reviendrons vite. Merci et bravo au chef et à toute son équipe.",5,2024-10-17
Perception,"Malgré une arrivée tardive après une pièce de théâtre, l’accueil a été très chaleureux et attentionné. Menu en 6 plats tout en légèreté et subtilité avec à chaque fois les explications sur la recette et l’origine des produits Le tout accompagné par un accord mets et vins parfait Merci pour ce bon moment",5,2024-09-21
Sagan,"Cher tous, Je souhaite partager mon expérience au restaurant, ce que je fais rarement, pour souligner certains points de mon dîner d’hier soir. Cuisine: Les plats étaient très bons, mais les quantités étaient vraiment insuffisantes. Prix: Les prix sont très élevés pour des tapas aux portions petites. Si vous êtes un gros mangeur, prévoyez de commander au moins 3 à 4 tapas à 20 € l’unité. Vin: La carte des vins est bien fournie mais les prix sont également élevés, avec un minimum de 50 € la bouteille. Ambiance: Nous étions pratiquement seuls dans le restaurant à notre arrivée vers 20h30. Après avoir terminé nos tapas aux alentours de 22h45, alors qu'il nous restait environ 30 % de notre bouteille de vin, le serveur nous a demandé de partir car le service était terminé. Je n’ai jamais vécu une telle situation où l’on doit payer pour une bouteille que l’on ne peut pas finir parce que le personnel veut rentrer plus tôt chez lui. En raison de cette expérience, je ne retournerai pas dans ce restaurant et ne le recommanderai à personne. Une honte!! Cordialement.",2,2024-08-01
Sagan,"Rien à voir avec les habituels japonais. Cuisine de haut niveau. Très grande finesse des préparations, y compris des desserts. Service efficace. Petite salle offrant quelques tables et quelques places au bar dans un décor d'inspiration japonaise. Je recommande vivement.",5,2022-11-17
Sagan,"Un accueil et un service discret, précis et très respectueux. Une cuisine japonaise raffinée, qui se déguste d'abord avec les yeux, puis avec le palais pour profiter d’accords et d'alliances nouvelles et distinctives. Un lieu et une déco zen enclin de sérénité et de calme.",5,2022-06-11
Sagan,"Alors que les restaurant japonais se sont multipliés et servent souvent une cuisine formatée qui a perdu toute authenticité, ce restaurant tranche franchement. La cadre est très intime avec un nombre de couverts restreint qui lui donne un cachet très particulier. L'accueil est soigné et très avenant avec ce coté respectueux inscrit dans la culture japonaise. Enfin les plats préparé et mis en scène avec soin respectent les principes et codes de la vraie cuisine japonaise et vous feront voyager en douceur. Un bel endroit pour se remémorer ou découvrir la créativité de cette cuisine trop souvent dénaturée.",5,2022-06-08
Sagan,"Un accueil feutré comme le cadre harmonieux. La cuisine est sincère L’ambiance du lieu est calme Envie de se restaurer en toute simplicité avec un service sophistiqué, vous vous sentirez bien.",5,2022-01-08
Sagan,"Première expérience très réussie dans un restaurant style Izakaya (Établissement qui sert des tapas japonais). Tout était délicieux, très raffiné et savoureux, le personnel est discret et au petit soin, et le cadre est très agréable. Mentions spéciales aux beignets de gambas qui sont à tomber et au carpaccio de saumon frais, fondant et délicieux. Prévoyez cependant un petit budget pour le vin, la carte est vraiment fournie et les bouteilles peuvent être onéreuses. La soirée a été parfaite de A à Z, allez y les yeux fermés, pour voyager l'espace d'une soirée au pays du soleil levant.",5,2020-06-29
Sagan,"Excellent petit restaurant japonais, cuisine extrêmement raffinée et délicieuse. Cadre petit, joli et très agréable, très bon service. Un petit bijou",5,2019-07-30
Sagan,"Excellent, c'est le mot qui vient à l'esprit. Le lieu est tout petit, joliment et sobrement décoré. Seulement quelques tables, donc mieux vaut réserver. Les vins sont assez chers (50,00 euros minimum); en revanche les plats sont dans les prix habituels: entrée à moins de 15 euros et plats dans les 20-25 euros. A découvrir sans tarder.",5,2019-06-06
Sagan,"Rien à voir avec les ordinaires restaurants de sushis. Ici, le chef pratique la cuisine Kappo, très sophistiquée. Si vous voulez découvrir le célèbre umami, allez chez Sagan (Rive gauche en japonais) goûter les nouilles froides. Décor épuré, service aux manières suaves et ce goût !",5,2019-05-02
Sagan,"L'équipe de beige a ici sa version gastronomique (le soir). Je n'ai pas pu résister au sashimi de cheval: de très fines tranches de viande rouge, et aussi de quelque chose de blanc, un peu comme du lard de colonnata, qui serait en fait la partie du cheval sous la crinière. Quand on l'écrit ça fait bizarre mais c'est très bon, et l'assaisonnement petite ciboulette ou cive et soja (juste un peu) et gingembre est top. Pour suivre une fondue japonaise avec des fines tranches de magret de canard qui avait un goût extraordinaires. Un gros bémol sur la carte des vins qui est vraiment à revoir: les bourgognes premiers prix (quand même pas donnés à 40/50 euros) ne sont vraiment pas au niveau, et après il faut aller chercher dans les 80, 100, 120 euros pour avoir quelque chose de bien ... c'est excessif par rapport à tous les autres restaurants.",4,2019-03-04
Sagan,"De prime abord, le restaurant est très sobrement décoré, dans un quartier chic, les prix à la carte sont plutôt élevés et laissent présager une grande qualité. nous avons gouté une dizaine de plats à 2 (sashimi de cheval, sashimi de bar, aubergines grillées, tsukemono, couteaux, ohitashi, croquette de tofu, boeuf grillé, aubergne rôtie, tempura d'huitres, dessert) Si les sashimis et les légumes sont irréprochables, l'aubergine au miso manquait cruellement de gout et de finesse, le boeuf grillé était sec et pas hyper tendre, les huitres sont servies avec des poivrons et des oignons?! idem pour les couteaux. 200 balles alcool compris (2 carafes de sake) je trouve ça vraiment cher et décevant, il est aisé de trouver un meilleur rapport qualité prix même dans le quartier. Le service est aux petits soins rien a redire la dessus. On apprend de ses erreurs",3,2019-02-09
Sagan,"Dans le 6 eme arrondissement... dans un quartier ou le choix ne manque pas (pour le meilleur et pour le pire) deuxième visite pour ma part ... la première fut une découverte une super surprise et la deuxième encore plus !!! La carte des vins est incroyablement riche pour ce petit restaurant !!! Évidemment la Bourgogne est incroyablement représentée car convient parfaitement à cette cuisine . Bcp de finesses et de délicatesses dans l’assiette, avec un choix varié sashimi de bar ... st Jacques ... huîtres en tempura (une tuerie) et nouilles froides bouillon dashi ... je ne pense qu’à une seule chose !!! Y retourner",5,2018-12-15
Sagan,"C'est pour avoir toujours beaucoup aimé manger chez Lengué que j'ai eu envie d'essayer ce restaurant du même créateur. Les plats sont ici plus typés et proposent une expérience culinaire très originale qui ne conviendra peut-être pas à tous, de même que fait d'avoir à manger au bar, un trait caractéristique des petits restaurants au Japon. .Le foie de lotte vaut à lui seul le détour mais globalement l'expérience n'a pas été tout à fait à la hauteur de mes attentes, et le service était vraiment très long, Un peu cher mais ça reste une adresse exclusive et très recommandable pour des amateurs de raffinement dans l'esprit du Japon.",4,2018-10-06
Sagan,Quel raffinement! Beaux produits et éxecution parfaite de subtils mélanges. La carte des vins offre un large choix de bonne qualité. Superbe moment en famille pour un anniversaire dont on se souviendra.,5,2018-07-22
Sagan,"Des plats raffinés, goûteux, la carte est courte, mais alléchante. nous nous sommes régalés. Jusqu'au dessert qui en général ne sont pas le fort des restaurants japonais, qui là, était très frais et agréable. La carte des vins est exhaustive, et a des prix très très raisonnable au vu de la qualité. Et le service adorable. En résumé, allez y, mais bon comme d'habitude la qualité a un prix.",5,2018-05-18
B.Better,"Un super diner en famille,avec un enfant de 4 ans. Tout le monde est adorable et accommodant ! Des produits de grande qualité,travaillés avec finesse et amour. Des portions généreuses pour un prix abordable. Il y a aussi des cocktails/mocktails créatifs(mon préféré est le Violette,et ma fille a adoré le mocktail passion). Une équipe super sympa et passionnée ! La déco est originale et cosy. C'est le parfait endroit pour venir entre amis,en famille ou en amoureux. L'ambiance est à la fois décontractée et romantique. Il y a même une magnifique salle privatisable au sous-sol pour environ 10 personnes,parfait pour les occasions spéciales ! Les places en terrasse sont aussi nombreuses. Je recommande à 100%",5,2025-01-10
B.Better,"Un peu déçue,endroit assez exigüe et tellement bruyant ! La nourriture un peu trop cher pour des parts minuscules. Je ne reviendrais plus;Merci pour l'accueil très agréable",3,2025-01-10
B.Better,"Lieu petit mais chaleureux,menu peu important mais fort bon… allez y pour une petite balade végétarienne assez bien étudiée",4,2025-01-07
B.Better,"Nous avons passé un très bon réveillon au B.better:des saveurs raffinées,des produits de qualité et une présentation impeccable. Le service était irréprochable:souriant,attentionné,et toujours à l’écoute,malgré l’affluence de la soirée. Mention spéciale pour la coupe de champagne offerte en dédommagement de l'attente:)Nous recommandons vivement ce lieu !",4,2025-01-03
B.Better,Un bon resto vegan dans une ambiance très agréable. Les créations du dîner de la Saint Sylvestre n'étaient pas toutes au point mais globalement c'était bon.,4,2024-12-31
B.Better,"Accueil,service et cuisne ont été au delà de nos attentes. Il est rare de trouver un restaurant où les trois s'accordent. Les plats sont bons,originaux et présentés avec soin. La salle est chaleureuse et cosi. Je recommande sans hésiter.",5,2024-12-20
B.Better,"Endroit très cosy,cuisine vraiment délicieuse et inventive(je n’ai pas l’habitude des restos végétariens). Et vraiment très grande gentillesse et disponibilité",5,2024-12-17
B.Better,"Plats gourmands et savoureux,pour les véganes et les curieux(comme moi)! Des bons produits achetés directement aux producteurs et une ambiance chaleureuse en prime(le couple de propriétaires est adorable):)",5,2024-12-07
B.Better,De bonnes saveurs mais qui m'ont tout de même laissées sur ma faim... Par exemple les aubergines confites en trop petite quantité.,3,2024-10-26
B.Better,"Gourmand,frais,varié,sain,savoureux et léger à la fois,le tout dans une ambiance très conviviale. Les papilles en redemandent ! Nous y reviendrons sans hésitation.",5,2024-10-19
B.Better,Tout est très bon et servi avec le sourire. Ambiance très sympathique et ça se sait ! Il vaut mieux réserver. Une adresse à ne pas louper à 2 pas de la place de la Bastille,5,2024-10-15
B.Better,"Le couple est adorable,professionnel avec une excellente connaissance de ses produits . La cuisine est goûteuse,des sauces sont faites maison et excellentes,les aliments fumés donnent un goût exquis à toute la carte .",5,2024-10-03
B.Better,"Absolument génial,on est vraiment content d'avoir trouvé cette adresse vegan et donc eco-responsable,on a été accueilli par un couple adorable,investi,passionné,généreux.. les termes manquent ! Nous recommandons vivement,mention spéciale pour la tortilla aux pleurotes.. incroyable !",5,2024-09-15
B.Better,"Excellent restaurant,plats délicieux,super ambiance et les propriétaires sont très sympas et généreux,à recommander les yeux fermés,c'est à chaque fois un très bon moment.",5,2024-09-08
B.Better,"Un des meilleurs restos parisiens,à ne manquer sous aucun prétexte! Des spécialités vegan savoureuses,on mange à sa faim(et plus),ambiance chalereuse et détente",5,2024-09-03
Basilic & Spice,"Nous sommes retournés dans ce restaurant ""Basilic et Spice"", car je considère qu'il est un des meilleurs restaurants asiatiques de mon quartier ! Ce restaurant, est constant dans le choix des plats et de la qualité, ainsi que l'accueil qui est aimable et le service efficace. Il y a du choix entre, les entrées, plats de viandes, volailles et poissons, crustacés et desserts. Nous avons débuté le repas, par un verre de bon champagne de production de très bonne qualité. Il est de bon rapport qualité prix, car il échappe à la mode des marques dites de prestiges qui, outre leur prix élevé, ne sont pas les meilleures. Nous avons commencé par déguster des noix de Saint Jacques frites, nappées de sauce mangue verte, de très bon goût, alignées sur un long plateau, comme à la parade. Puis, comme à notre habitude, nous avons pris deux plats à partager pour goûter la diversité. Une souris d'agneau au curry rouge massamam, se présente sur un lit de champignons, ainsi qu'un ""Bar"" entier au poivre vert et gingembre sauce ciboulette. Le dessert, avec ses délicieuses mangues goûteuses, achève ce repas très convivial. Le repas est modestement arrosé d'un vin blanc et d'un rosé de producteur. Je note aussi que, nous avons eu la chance d'être placé dans le petit salon charmant avec vue sur l'avenue, qui garantit une très appréciable intimité. L'addition pour deux est vraiment raisonnable pour 123 euros. Ce restaurant est souvent plein, ce qui nécessite de réserver pour être sûr d'avoir de la place.",5,2024-10-15
Ninon,"Un super brunch à 28€ Tout fait maison. Une qualité au top, un service adorable. Nous avons passé un excellent moment Merci !!",5,2023-10-01
Ninon,"Excellents cookies et brownies. L’endroit est agréable le service rapide et sympa. Large choix de plats, desserts et boissons.",5,2023-05-10
Ninon,"Très bon brunch. Partie salée très (trop) copieuse, pour une partie sucrée trop light; aussi, les boissons (jus de fruit) et café/thé sont vraiment trop chiches, servies dans de trop petits contenants... c'est dommage car cela reste très bon.",4,2022-09-11
